colID,logFC,fracExprIN,fracExprOUT,rank.sum,p.value,cluster,gene
2257,3814,0.200018845279141,0.340659340659341,0.621890547263682,56723,1.99467761590871e-09,1,Fbxl4
1971,3319,1.82033774044016,0.871794871794872,0.781094527363184,73655,2.0170203615239e-09,1,Bmpr2
1047,1818,1.28712958148517,0.791208791208791,0.716417910447761,73612.5,2.02803305317353e-09,1,Gm37675
1719,2911,1.91870947511607,0.934065934065934,0.940298507462687,73666,2.08865004480999e-09,1,Sp100
539,913,6.47029126208998,0.435897435897436,0.223880597014925,72330,2.10030018273156e-09,1,Rdh12
357,606,5.03719513448343,0.505494505494505,0.313432835820896,72762,2.26038494433745e-09,1,Tnfrsf26
139,237,1.50867988951164,0.937728937728938,0.925373134328358,73636.5,2.35947022174255e-09,1,Dock11
1536,2637,1.56010654170856,0.882783882783883,0.850746268656716,73618,2.45976996632831e-09,1,Ece1
2491,4246,5.2543848587249,0.593406593406593,0.45771144278607,73175.5,2.47437479755619e-09,1,Dusp5
598,1003,2.90123507441867,0.857142857142857,0.845771144278607,73595.5,2.65283724029475e-09,1,Bcl2
1822,3085,2.99508477941885,0.435897435897436,0.223880597014925,72281,2.67033819196621e-09,1,Dync2li1
2167,3650,3.45622768558562,0.681318681318681,0.527363184079602,73345.5,2.79518333663723e-09,1,Ccng2
1625,2768,0.146478478794748,0.26007326007326,0.502487562189055,57307,2.95762304131519e-09,1,Gpr19
2619,4481,0.197348728822869,0.956043956043956,0.990049751243781,56097,3.02260974346257e-09,1,2810474O19Rik
982,1672,6.24141209313565,0.556776556776557,0.368159203980099,72923.5,3.08449835602934e-09,1,Siglecg
1847,3128,7.43649772839269,0.322344322344322,0.114427860696517,71321,3.08886826921816e-09,1,Wfdc2
1199,2074,0.165344391817622,0.813186813186813,0.960199004975124,56113,3.12016883520921e-09,1,Hook3
2033,3414,1.67510499285318,0.619047619047619,0.422885572139304,73120,3.15267115646759e-09,1,C1rl
724,1227,0.25047431188927,0.278388278388278,0.552238805970149,57154,3.41782656732984e-09,1,Zscan12
1842,3122,1.82860678801585,0.750915750915751,0.631840796019901,73412,3.69113516453686e-09,1,BC026585
184,302,7.24647846819128,0.32967032967033,0.119402985074627,71330.5,4.18097342354223e-09,1,8430419K02Rik
2629,4497,0.272415101176693,0.413919413919414,0.676616915422886,56690,4.92771411544236e-09,1,Znfx1
2181,3688,6.1826813941306,0.388278388278388,0.17910447761194,71822.5,4.92930946336506e-09,1,Gprasp2
860,1456,1.69169379695991,0.956043956043956,0.955223880597015,73450,5.10563452799568e-09,1,Ier2
1973,3321,0.124799210794947,0.344322344322344,0.606965174129353,56952.5,5.17333922469624e-09,1,Zbtb40
1601,2737,1.45437095469391,1,1,73447,5.17629967622794e-09,1,H2afy
403,675,0.108151913811883,0.619047619047619,0.850746268656716,56336,5.39828851138459e-09,1,Vps11
2330,3946,0.757509932484306,0.802197802197802,0.970149253731343,56256,5.59893472953615e-09,1,Hist1h1c
811,1380,2.14481343443133,0.857142857142857,0.781094527363184,73399,5.72876614614131e-09,1,Naga
41,72,2.37615444915069,0.776556776556777,0.696517412935323,73343.5,5.84921597196533e-09,1,Glipr2
911,1542,2.50688846163449,0.663003663003663,0.54228855721393,73160,5.90483355297817e-09,1,Tnfsf10
2648,4531,7.24145408003197,0.366300366300366,0.164179104477612,71630,5.99281000481228e-09,1,Eps8
2044,3431,5.58329728980171,0.776556776556777,0.711442786069652,73339,6.08864473265387e-09,1,Plek
1014,1747,0.228120894943999,0.772893772893773,0.90547263681592,56327,7.0938048748762e-09,1,Mapk8ip3
1229,2125,0.127711599813035,0.93040293040293,0.980099502487562,56308,7.14624295479525e-09,1,Anapc4
1015,1750,3.03033010348856,0.798534798534799,0.716417910447761,73310.5,7.16201097176805e-09,1,AI504432
2653,4539,0.303538956121503,0.622710622710623,0.860696517412935,56409,7.47369441588186e-09,1,Aar2
567,963,7.33716070069889,0.3003663003663,0.0945273631840796,70927,7.92711871069694e-09,1,Ckb
742,1258,2.0073076651745,0.673992673992674,0.487562189054726,73052.5,7.9878279665107e-09,1,Il27ra
2156,3632,7.96263579932534,0.362637362637363,0.164179104477612,71549,8.27851251183993e-09,1,D630039A03Rik
1282,2211,0.138211575531534,0.80952380952381,0.965174129353234,56356,8.40604091395939e-09,1,Wdr45b
868,1469,5.6262617193359,0.443223443223443,0.228855721393035,72067,9.05281198897176e-09,1,Aph1b
2635,4505,1.54198490502376,0.765567765567766,0.661691542288557,73214,9.15488345217711e-09,1,Slc23a2
1132,1971,1.63211959934502,0.908424908424908,0.895522388059702,73292.5,9.51285254932739e-09,1,Fam212a
1195,2066,6.7525221689515,0.421245421245421,0.228855721393035,71972,9.67211730266058e-09,1,Myo5c
623,1054,3.74402996630992,0.516483516483517,0.323383084577114,72487,9.80757916917765e-09,1,Tbc1d4
2705,4646,6.37403302462061,0.542124542124542,0.373134328358209,72627,1.02041915140974e-08,1,Slc35d3
2089,3510,0.712728047195706,0.692307692307692,0.577114427860697,73072,1.07761887410965e-08,1,Cdh13
417,693,2.41461776832837,0.901098901098901,0.860696517412935,73253,1.10199615189821e-08,1,Rnf13
133,220,0.183707600727838,0.501831501831502,0.706467661691542,56734,1.19750133311173e-08,1,Fam160b2
1807,3060,4.92426707557548,0.509157509157509,0.333333333333333,72433,1.24430116121983e-08,1,Nfkbie
1338,2308,4.57358885834294,0.567765567765568,0.427860696517413,72702,1.31473452835524e-08,1,Accs
1141,1986,7.96341068090631,0.26007326007326,0.0696517412935323,70438,1.33472793981584e-08,1,Efna1
1560,2683,6.32014020101468,0.556776556776557,0.407960199004975,72648.5,1.33803540624187e-08,1,Il18rap
559,953,4.4128814792549,0.362637362637363,0.154228855721393,71415,1.36406019538212e-08,1,Pde1b
1908,3215,6.6497951869525,0.450549450549451,0.26865671641791,72104,1.36506086468582e-08,1,Entpd1
871,1474,2.18670561410762,0.732600732600733,0.626865671641791,73075.5,1.375656090175e-08,1,Cplx2
337,575,6.84605733585452,0.366300366300366,0.169154228855721,71481.5,1.38663629428689e-08,1,Nod1
1071,1860,0.189278357905178,0.901098901098901,0.985074626865672,56480.5,1.42137098212484e-08,1,Fam168b
1730,2927,5.07605029564085,0.468864468864469,0.263681592039801,72114,1.61464371707735e-08,1,5330426P16Rik
1600,2736,6.99403109555496,0.406593406593407,0.208955223880597,71750,1.61926186945071e-08,1,Fhl1
1873,3162,5.46988206317375,0.553113553113553,0.402985074626866,72584,1.65331712024784e-08,1,Pea15a
2668,4569,6.59788368982095,0.435897435897436,0.243781094527363,71933,1.79352145157399e-08,1,Il17re
1305,2251,7.61763120698805,0.347985347985348,0.149253731343284,71249,2.0014031353679e-08,1,Clip3
212,351,6.66304056176612,0.498168498168498,0.333333333333333,72292,2.03623769601547e-08,1,Ppp1r3b
1307,2254,2.34629392674199,0.706959706959707,0.631840796019901,72961,2.03911167971961e-08,1,Ica1
1970,3317,0.321059803538637,0.871794871794872,0.970149253731343,56576,2.05755850944757e-08,1,Tmx4
2559,4379,6.9135874154393,0.391941391941392,0.208955223880597,71621,2.25923825223594e-08,1,Myof
2702,4640,3.21137021207697,0.586080586080586,0.45273631840796,72626,2.36402931602563e-08,1,Irak3
2217,3748,2.9692874914507,0.545787545787546,0.373134328358209,72438,2.37037570217111e-08,1,Oas2
140,238,5.79071646038894,0.52014652014652,0.368159203980099,72365.5,2.44697891366402e-08,1,Gsap
441,737,0.406087769744118,0.344322344322344,0.606965174129353,57325.5,2.61928973419465e-08,1,Pcsk7
2377,4022,6.84779116123272,0.461538461538462,0.293532338308458,72045,2.68667011283443e-08,1,Npdc1
223,371,5.87966705021041,0.366300366300366,0.169154228855721,71344.5,2.72879737951872e-08,1,Syde1
808,1377,0.374255210445679,1,1,73020,2.82947193941414e-08,1,Rnf128
334,568,6.84482559209582,0.384615384615385,0.194029850746269,71492,2.91067790783625e-08,1,Map3k14
1449,2498,5.61851372751216,0.575091575091575,0.432835820895522,72531,2.91770404083052e-08,1,Gm973
2716,4664,5.7042482342441,0.402930402930403,0.218905472636816,71634.5,2.98322356335726e-08,1,Adora2a
619,1042,3.40897003460624,0.527472527472527,0.358208955223881,72315.5,3.02543094026535e-08,1,Ldoc1l
1856,3141,0.487743944733064,0.736263736263736,0.860696517412935,56715,3.07665786452848e-08,1,Phtf2
1496,2567,0.2207858156028,0.879120879120879,0.955223880597015,56679.5,3.07740021440421e-08,1,Uba5
235,399,0.253917213126113,0.472527472527473,0.716417910447761,56996,3.10296054266026e-08,1,Pter
218,361,0.4050225459984,0.666666666666667,0.865671641791045,56742.5,3.10936335416416e-08,1,Dscr3
2721,4674,2.7291972118602,0.717948717948718,0.597014925373134,72839.5,3.1548374827995e-08,1,Plekha1
2409,4076,6.03869239025743,0.597069597069597,0.482587064676617,72599,3.26808499484964e-08,1,Sbf2
949,1622,6.06041635756344,0.340659340659341,0.139303482587065,71070,3.403023131222e-08,1,Pgr
519,872,3.84609439975334,0.216117216117216,0.497512437810945,58001,3.42239310353607e-08,1,Pdgfb
244,413,0.236114937076921,0.692307692307692,0.890547263681592,56753,3.465898811234e-08,1,Lmbrd1
1758,2970,1.90555812179758,0.794871794871795,0.721393034825871,72913,3.47648744330452e-08,1,Napb
1277,2204,4.65002163237244,0.655677655677656,0.552238805970149,72720,3.55290436371133e-08,1,Fam167a
2229,3766,5.99316164858679,0.63003663003663,0.557213930348259,72684.5,3.70790788151227e-08,1,Sh2d5
2059,3462,1.11964568674596,0.805860805860806,0.72636815920398,72884.5,3.96707247358828e-08,1,Trp53inp1
1291,2229,3.1233848066886,0.655677655677656,0.502487562189055,72644,4.06478354762015e-08,1,Acvr1
11,21,2.90514505133244,0.681318681318681,0.567164179104478,72720.5,4.11470660420862e-08,1,Slc17a9
1436,2478,3.28114645913244,0.43956043956044,0.248756218905473,71774.5,4.12531591633368e-08,1,Kazald1
1171,2028,3.95538634747769,0.443223443223443,0.258706467661692,71792,4.48557462636573e-08,1,Insl6
671,1137,2.04476198763841,0.717948717948718,0.562189054726368,72728,4.49648472199426e-08,1,Serpinb9
1328,2292,2.57509580656037,0.750915750915751,0.611940298507463,72776,4.58807374272263e-08,1,Ankrd44
2606,4451,3.77720760135211,0.611721611721612,0.477611940298507,72528,4.6446632223764e-08,1,Fam102a
1385,2382,5.39217369279005,0.417582417582418,0.228855721393035,71620.5,4.64537043446855e-08,1,Ifi27l2a
1806,3059,6.83335974616101,0.3003663003663,0.109452736318408,70669.5,4.65029054432235e-08,1,Cx3cl1
270,455,0.17736546406792,0.853479853479853,0.975124378109453,56803,4.93643321006832e-08,1,Zfp871
551,936,0.637149300811353,0.56043956043956,0.766169154228856,56978,4.95044120512244e-08,1,Mpp5
2734,4692,0.162969304856101,0.754578754578755,0.925373134328358,56822.5,4.97640798619437e-08,1,Smad2
1164,2018,0.139230576372126,0.663003663003663,0.850746268656716,56888,5.32345584061483e-08,1,Pgm2l1
1960,3296,5.00388681853219,0.564102564102564,0.427860696517413,72351.5,5.4632403973927e-08,1,Plagl1
2420,4097,3.25658200196383,0.677655677655678,0.616915422885572,72667,5.70333978580813e-08,1,Slfn8
677,1145,4.94356642772748,0.600732600732601,0.482587064676617,72443,6.24909595485377e-08,1,Ppp1r16b
763,1299,6.92747222991812,0.296703296703297,0.114427860696517,70604,6.56033931695633e-08,1,Gm5431
231,390,1.38346189791567,0.95970695970696,0.955223880597015,72785.5,6.93827265719181e-08,1,Gdi1
502,838,3.79363907745121,0.556776556776557,0.383084577114428,72212,7.07134315757174e-08,1,Fam214a
618,1041,7.48553279504771,0.384615384615385,0.199004975124378,71315,7.17384256575441e-08,1,Prr5l
1050,1826,1.80348960091357,0.600732600732601,0.477611940298507,72396.5,7.35660109049742e-08,1,Abca1
1503,2577,1.95359889409704,0.728937728937729,0.63681592039801,72644,7.55903974886679e-08,1,Hpcal1
946,1618,2.74945634877823,0.703296703296703,0.631840796019901,72619,7.68457600818809e-08,1,Elovl7
1613,2755,0.246725450580956,0.805860805860806,0.940298507462687,56928,7.72793157981739e-08,1,Kidins220
1184,2047,7.84510107373837,0.3003663003663,0.119402985074627,70613.5,7.76268817267499e-08,1,2810468N07Rik
2338,3959,6.88386798917398,0.278388278388278,0.0945273631840796,70371,7.88426671239812e-08,1,Krt7
2393,4044,6.74411114240193,0.358974358974359,0.164179104477612,71059,8.50280421085417e-08,1,Fam169b
983,1677,0.231478926600508,0.652014652014652,0.845771144278607,57021.5,8.62645513425268e-08,1,Akna
1303,2249,1.15224410592589,1,1,72723,8.78801317010644e-08,1,Selplg
581,983,7.56807493222038,0.340659340659341,0.154228855721393,70927,9.02451443101929e-08,1,Trib3
2499,4266,4.9852594972749,0.575091575091575,0.437810945273632,72254,9.18618954897827e-08,1,Ipcef1
227,379,5.87623910049194,0.476190476190476,0.298507462686567,71811.5,9.25465858125379e-08,1,Sh3bp5
2530,4324,5.27251729999207,0.509157509157509,0.353233830845771,71997,9.25510776468767e-08,1,Rai14
1004,1723,0.25923949510872,0.472527472527473,0.686567164179104,57306,9.44791910300262e-08,1,BC030336
2561,4381,4.32242693936824,0.567765567765568,0.45771144278607,72258,9.49100428742351e-08,1,Smpd2
1006,1727,0.113306153752113,0.472527472527473,0.716417910447761,57293,1.00480846298904e-07,1,Nmrk1
251,424,0.118495465693975,0.750915750915751,0.920398009950249,57028,1.0760488762077e-07,1,Ngly1
2018,3387,4.84456434489735,0.578754578754579,0.462686567164179,72249,1.07988775442523e-07,1,Ttpa
715,1212,1.68934332146099,0.578754578754579,0.417910447761194,72192.5,1.0885633229003e-07,1,Hnf4a
1336,2303,2.26542512664239,0.73992673992674,0.666666666666667,72551.5,1.16068398690885e-07,1,Pak1
1893,3193,2.00632305997626,0.893772893772894,0.880597014925373,72631,1.21365630520607e-07,1,Aff3
1667,2831,6.57158961785463,0.531135531135531,0.417910447761194,72076,1.2234839199991e-07,1,Irf5
19,33,0.216357935086491,0.476190476190476,0.736318407960199,57321.5,1.22407039352552e-07,1,Zfp758
230,389,2.44545925891781,0.868131868131868,0.835820895522388,72593,1.36366201402112e-07,1,Appl1
1280,2207,2.79772016369782,0.553113553113553,0.388059701492537,72043,1.39554507431236e-07,1,Lef1
2591,4431,5.66394461841885,0.637362637362637,0.552238805970149,72342,1.43177287400185e-07,1,Fut7
455,759,4.2062924794305,0.553113553113553,0.437810945273632,72101,1.44883235192896e-07,1,Prdm5
528,891,3.36181482046128,0.637362637362637,0.522388059701492,72311,1.46499138415721e-07,1,Mc5r
272,458,4.85215639004521,0.43956043956044,0.258706467661692,71491.5,1.57800747425189e-07,1,Rab6b
576,976,5.02859796229253,0.395604395604396,0.223880597014925,71251,1.60016347363601e-07,1,Ccdc112
1249,2159,6.17321487523962,0.293040293040293,0.114427860696517,70408,1.61877410496935e-07,1,Irf6
975,1662,6.38075369161886,0.509157509157509,0.398009950248756,71932,1.61891375745544e-07,1,Mgst2
2307,3914,1.95019673716141,0.754578754578755,0.611940298507463,72439,1.6687785946731e-07,1,Zmat1
2363,4001,0.257283455025426,0.637362637362637,0.810945273631841,57228,1.72881699060488e-07,1,Sh3bp5l
921,1557,4.27418248981055,0.395604395604396,0.213930348258706,71198,1.79412824003655e-07,1,Ppfibp2
2054,3449,4.86676048757267,0.593406593406593,0.467661691542289,72146.5,1.79552598293179e-07,1,Camk2b
171,278,0.501002472831077,0.490842490842491,0.746268656716418,57400.5,1.82220310348581e-07,1,Lrch1
1365,2349,6.08267490968441,0.461538461538462,0.298507462686567,71602.5,1.87417360856664e-07,1,Igdcc4
711,1204,3.81252075659552,0.454212454212454,0.283582089552239,71549,1.8857453695783e-07,1,Susd3
2361,3998,5.78087624032552,0.564102564102564,0.45273631840796,72068,1.90740616462842e-07,1,Inadl
2446,4158,0.184219698697263,0.912087912087912,0.975124378109453,57163,1.91319527175847e-07,1,Itch
1926,3242,1.56706292354668,0.901098901098901,0.786069651741294,72496.5,1.94149188315426e-07,1,Slc39a13
1439,2485,3.24633719696379,0.73992673992674,0.701492537313433,72422,1.98108796649989e-07,1,Arid5a
2644,4525,4.58242220178288,0.582417582417582,0.482587064676617,72118,2.00367469391639e-07,1,Nfatc2
2607,4452,7.43057784466639,0.227106227106227,0.0597014925373134,69674.5,2.0470882147273e-07,1,Plekhg6
1446,2495,1.9991344249953,0.78021978021978,0.73134328358209,72440,2.05396823269095e-07,1,Tor3a
1610,2751,1.27574312755714,0.948717948717949,0.945273631840796,72491,2.06803682659263e-07,1,Hsd3b7
1834,3108,3.34131068694574,0.435897435897436,0.263681592039801,71423,2.1115823683411e-07,1,Cpxm1
1603,2740,6.63618281045573,0.362637362637363,0.17910447761194,70922,2.17442687191035e-07,1,Plcl1
2310,3919,1.56687112932172,0.860805860805861,0.761194029850746,72445,2.25477039724401e-07,1,Itga6
537,909,3.51422409539288,0.531135531135531,0.368159203980099,71848,2.26128232621836e-07,1,Pls3
384,640,2.1762480602193,0.648351648351648,0.522388059701492,72188,2.44833428582735e-07,1,Usp28
1228,2124,1.77945758989014,0.692307692307692,0.63681592039801,72295,2.54639619274813e-07,1,Gm9889
1892,3192,2.71040737005875,0.593406593406593,0.447761194029851,72033.5,2.54655777162084e-07,1,Mpnd
994,1699,0.500142322545691,0.593406593406593,0.810945273631841,57364,2.58781297393139e-07,1,Kdm7a
260,436,5.27345518177208,0.593406593406593,0.442786069651741,72016,2.66511948367503e-07,1,Ms4a6c
520,873,4.27820773186198,0.571428571428571,0.477611940298507,72019.5,2.68640462707632e-07,1,Arhgap27
1506,2582,3.61387003512061,0.428571428571429,0.233830845771144,71253,2.91607077667714e-07,1,Id2
122,201,2.80482410825342,0.644688644688645,0.532338308457711,72138,2.99654721155182e-07,1,Pomgnt2
1325,2287,0.129231720203203,0.853479853479853,0.960199004975124,57299,3.0983903661279e-07,1,Rnf115
1750,2959,0.234148321810514,0.468864468864469,0.641791044776119,57678,3.24185630399009e-07,1,Mmab
1899,3201,4.18816717936173,0.36996336996337,0.194029850746269,70908,3.25566171743695e-07,1,Slc26a11
878,1489,7.55397548735815,0.296703296703297,0.119402985074627,70308,3.27721545035448e-07,1,Pydc4
1958,3290,0.362572576903465,0.58974358974359,0.825870646766169,57426,3.303675807676e-07,1,Gys1
48,80,2.12460733746206,0.783882783882784,0.736318407960199,72289.5,3.58641649025109e-07,1,Ago4
2651,4534,7.11003117334853,0.347985347985348,0.174129353233831,70733,3.59807966253477e-07,1,Traf1
2308,3916,2.01133128043342,0.813186813186813,0.771144278606965,72302,3.65050955053092e-07,1,Xpc
2021,3392,4.08124776235668,0.666666666666667,0.552238805970149,72111,3.80831343213603e-07,1,Lif
1823,3087,1.8248204302362,0.681318681318681,0.522388059701492,72092,3.97724579855557e-07,1,Nabp1
571,970,7.79553925260185,0.296703296703297,0.124378109452736,70283,4.08148762540069e-07,1,Spo11
1063,1850,0.29223015552638,0.706959706959707,0.880597014925373,57412,4.08723559226885e-07,1,Nit1
2162,3641,3.90395630302822,0.58974358974359,0.462686567164179,71918,4.11086137884312e-07,1,Cerk
2443,4152,0.312500834494638,0.864468864468865,0.955223880597015,57382.5,4.18464660454903e-07,1,Fnip1
636,1077,6.15803518754613,0.377289377289377,0.203980099502488,70908,4.19458500799533e-07,1,Gm10419
915,1548,2.10050694774421,0.641025641025641,0.552238805970149,72057,4.22333074809464e-07,1,Tshz3
834,1421,2.05446808198907,0.743589743589744,0.666666666666667,72197,4.31200085688257e-07,1,Man2a2
2457,4179,7.94454875069607,0.212454212454212,0.054726368159204,69404,4.39494754235978e-07,1,Ighv1-81
1705,2886,8.36180937240847,0.293040293040293,0.124378109452736,70242,4.5317197626614e-07,1,Hgfac
2628,4494,0.291675560360695,0.934065934065934,0.990049751243781,57402,4.53506482548074e-07,1,Harbi1
2736,4696,6.72950060038089,0.36996336996337,0.194029850746269,70830,4.59792674080546e-07,1,Map3k8
2224,3761,2.50317391258302,0.567765567765568,0.45771144278607,71839,4.78151970178525e-07,1,Gm12250
1033,1792,3.15466402099232,0.512820512820513,0.358208955223881,71598.5,4.86288358493936e-07,1,Fggy
2101,3529,5.34389310669113,0.472527472527473,0.318407960199005,71436,4.86334731060109e-07,1,Pnck
1102,1918,3.82183137831055,0.446886446886447,0.283582089552239,71288,5.06939146245465e-07,1,Ralgds
497,832,2.61043827782714,0.633699633699634,0.54228855721393,71989,5.11731005319745e-07,1,Gcat
388,646,7.36173964115314,0.293040293040293,0.124378109452736,70208,5.34751398138447e-07,1,Vegfc
588,991,6.58944952715472,0.52014652014652,0.422885572139304,71678,5.47171499181761e-07,1,2610307P16Rik
1376,2367,7.25150740269179,0.446886446886447,0.298507462686567,71298.5,5.5031504097149e-07,1,Cav2
2722,4675,0.109938048499354,0.80952380952381,0.895522388059702,57477,5.6423708865579e-07,1,Zranb1
729,1233,5.39521643702896,0.534798534798535,0.402985074626866,71668,5.68374877597289e-07,1,Antxr2
717,1216,2.09983831221954,0.619047619047619,0.472636815920398,71874,5.84523330990866e-07,1,Zbtb4
1932,3253,0.71342479787408,0.802197802197802,0.651741293532338,72132,5.9126272596927e-07,1,Ly6c2
2,3,4.4490628448437,0.435897435897436,0.278606965174129,71206,5.95712957147924e-07,1,Coro2b
1957,3289,0.425502723387488,0.556776556776557,0.796019900497512,57638.5,6.20070648265669e-07,1,Man2b2
2698,4632,1.60867845287348,0.926739926739927,0.90547263681592,72181,6.23538324881619e-07,1,Zmiz1
1544,2652,6.21636777092759,0.282051282051282,0.109452736318408,70049,6.47804099827339e-07,1,Triqk
2250,3803,1.4103484825024,0.893772893772894,0.885572139303483,72160.5,6.63459432723257e-07,1,Klhl24
908,1536,2.91749635904877,0.633699633699634,0.54228855721393,71913,6.74763976449975e-07,1,Adrbk2
1826,3093,4.22321397993974,0.67032967032967,0.592039800995025,71983,6.75821725843595e-07,1,Dennd2a
66,113,2.09307415582233,0.703296703296703,0.592039800995025,72008,6.79799139878808e-07,1,Zfp275
1045,1815,2.95879525208458,0.358974358974359,0.18407960199005,70653,7.24885480654384e-07,1,AI607873
1763,2976,4.43759663788035,0.490842490842491,0.348258706467662,71421.5,7.51326185533489e-07,1,Themis2
1079,1876,4.13685207869186,0.611721611721612,0.512437810945274,71825,7.73631612423936e-07,1,Tpm4
2267,3836,0.307679893681006,0.227106227106227,0.422885572139304,58868,7.73964024509797e-07,1,Agrn
94,158,7.4958660133455,0.3003663003663,0.139303482587065,70215.5,8.1041580522596e-07,1,Gprc5b
141,239,3.23124188527728,0.593406593406593,0.885572139303483,57658.5,8.36099330710672e-07,1,Rpgrip1
631,1067,6.51762194182339,0.395604395604396,0.228855721393035,70879.5,8.36171344947599e-07,1,Slc6a15
2545,4354,2.32284320987471,0.362637362637363,0.601990049751244,58163,8.52128540264664e-07,1,Nipal2
2414,4088,1.49523340609111,0.915750915750916,0.885572139303483,72084.5,8.69149900216306e-07,1,Sft2d2
1508,2586,6.73578600761307,0.531135531135531,0.432835820895522,71585,8.79572791023705e-07,1,Nek6
440,736,4.02944346605766,0.512820512820513,0.373134328358209,71458,9.10003536218375e-07,1,Fgl2
603,1017,4.53838300422372,0.582417582417582,0.437810945273632,71653,9.52948752612192e-07,1,Dnase1l3
1012,1745,3.66758624973957,0.399267399267399,0.218905472636816,70832,9.66979123527174e-07,1,Acot11
668,1129,2.35000299656918,0.626373626373626,0.472636815920398,71739,9.89036799155544e-07,1,Cbx7
1715,2905,4.85496360996735,0.879120879120879,0.860696517412935,72040,9.98488916955748e-07,1,BC035044
722,1224,3.39310494638069,0.56043956043956,0.45273631840796,71618,1.01827814642037e-06,1,Stk10
676,1144,1.84406839841841,0.703296703296703,0.582089552238806,71868,1.09409284748156e-06,1,Eml5
2027,3401,1.68882781563168,0.831501831501832,0.766169154228856,71993,1.09767519191681e-06,1,Acox1
841,1432,7.29188900562483,0.293040293040293,0.129353233830846,70073.5,1.11466376904193e-06,1,Csf2rb2
786,1334,2.81857910988395,0.736263736263736,0.666666666666667,71922,1.12487997407251e-06,1,Relb
510,857,2.93997756351513,0.600732600732601,0.492537313432836,71689,1.12606771240281e-06,1,Trim62
1309,2261,5.52379555491176,0.633699633699634,0.592039800995025,71783,1.22432603713316e-06,1,Fgd4
328,559,0.504365541625845,0.802197802197802,0.940298507462687,57715,1.30511013136026e-06,1,Tbc1d20
297,502,5.72456013405146,0.498168498168498,0.36318407960199,71313,1.32306051599296e-06,1,C030034L19Rik
130,214,4.32087125775406,0.289377289377289,0.124378109452736,69992,1.36970814100864e-06,1,Rab20
611,1026,9.77252427804722,0.157509157509158,0.0248756218905473,68563,1.37981653707221e-06,1,F830016B08Rik
350,597,2.5388959081209,0.600732600732601,0.467661691542289,71602.5,1.40869828104928e-06,1,Sdc1
461,768,2.71771583881534,0.564102564102564,0.417910447761194,71488.5,1.43745047542435e-06,1,Gbp5
736,1251,5.45492109259028,0.622710622710623,0.497512437810945,71642.5,1.48813720723184e-06,1,Tspan2
2276,3856,0.388015465732748,0.619047619047619,0.791044776119403,57854,1.51756993306285e-06,1,Zkscan17
2370,4013,0.139471675038275,0.802197802197802,0.965174129353234,57764,1.55283597050561e-06,1,Pja2
2297,3899,6.41775842312283,0.388278388278388,0.218905472636816,70673.5,1.59133658621659e-06,1,Tlr4
1589,2721,5.32685961235369,0.194139194139194,0.0497512437810945,69007,1.62997685441728e-06,1,Phf11a
1722,2915,0.108121579117711,0.860805860805861,0.945273631840796,57784,1.68228548463317e-06,1,Zfp62
452,756,1.98044507455693,0.673992673992674,0.587064676616915,71715.5,1.73401620108168e-06,1,Prkch
1056,1839,0.466883972229112,0.992673992673993,1,71877,1.78707688207331e-06,1,S100a10
2311,3921,0.802548951238554,0.633699633699634,0.537313432835821,71630,1.8202628408265e-06,1,Tanc1
1396,2401,3.19900541566309,0.399267399267399,0.218905472636816,70674,1.85027079724418e-06,1,Ldhd
2196,3722,1.65824737761951,0.373626373626374,0.213930348258706,70572,1.85301784623677e-06,1,Tenm3
2632,4501,3.02919397209567,0.47985347985348,0.313432835820896,71090,1.9253337424447e-06,1,Naglu
801,1367,6.76127595258108,0.318681318681319,0.159203980099502,70179,1.9462544074956e-06,1,Rgs3
1156,2005,7.55716823934805,0.201465201465201,0.054726368159204,69059,1.95031086883478e-06,1,Fgf11
1005,1726,3.44374457846108,0.366300366300366,0.194029850746269,70478,1.95805019362728e-06,1,Rrad
1626,2769,4.21131443070575,0.586080586080586,0.45771144278607,71467.5,2.04617027847222e-06,1,Pacsin1
2625,4491,0.407833217217028,0.827838827838828,0.960199004975124,57845,2.05498329000743e-06,1,Usp8
326,553,7.02304360999702,0.333333333333333,0.17910447761194,70285,2.12459115932981e-06,1,Kbtbd11
479,795,0.159915308069118,0.527472527472527,0.706467661691542,58071.5,2.12852437742277e-06,1,Tbc1d25
819,1395,4.13323097608266,0.461538461538462,0.323383084577114,71037,2.12892375550333e-06,1,Ppargc1a
891,1512,1.45935878082975,0.978021978021978,0.950248756218905,71822,2.148876213121e-06,1,Nckap1l
177,290,0.574188644655515,0.582417582417582,0.781094527363184,57989,2.19018067164056e-06,1,Mon1a
698,1183,7.78624098013703,0.3003663003663,0.144278606965174,70015,2.21389263309674e-06,1,Wfdc18
1891,3191,6.61918604314791,0.432234432234432,0.293532338308458,70894,2.22088054629878e-06,1,Pabpc4l
913,1546,3.78372056349891,0.593406593406593,0.54228855721393,71531,2.23459895199732e-06,1,F2rl3
1055,1837,1.7321340631407,0.681318681318681,0.611940298507463,71661,2.24078638467748e-06,1,Pxylp1
1765,2979,3.44419606294677,0.615384615384615,0.527363184079602,71536.5,2.28921527129085e-06,1,Prkcq
1382,2375,2.56297566197009,0.194139194139194,0.0497512437810945,68946,2.30740301383653e-06,1,Ifi205
155,257,1.80982168929238,0.457875457875458,0.27363184079602,70907,2.36621939546623e-06,1,Igkv14-126
