colID,logFC,fracExprIN,fracExprOUT,rank.sum,p.value,cluster,gene
1422,2451,5.11790518921439,0.102564102564103,0.0646766169154229,65979,0.112295593911771,1,Crisp3
754,1285,1.19979609698509,0.296703296703297,0.248756218905473,66681,0.112563543240589,1,Ccdc141
1023,1767,4.96536365112372,0.117216117216117,0.0796019900497512,66059.5,0.113384600614012,1,Kynu
314,531,1.40568104234783,0.831501831501832,0.82089552238806,67158,0.114505137504699,1,Cdc14a
723,1226,0.554750761148603,0.941391941391941,0.925373134328358,67161,0.114927011302465,1,Tmem170b
1524,2610,4.92769235942234,0.285714285714286,0.393034825870647,62895,0.115499141539212,1,Il9r
2496,4256,2.11646216509333,0.611721611721612,0.621890547263682,67091,0.115508783203612,1,Itgb7
2412,4082,0.765394249074379,0.172161172161172,0.233830845771144,63222,0.115511249389772,1,Gm16794
1175,2035,1.28311626254448,0.450549450549451,0.407960199004975,66930,0.116368204551361,1,Zfp248
2714,4662,3.4162292676711,0.0769230769230769,0.119402985074627,63661,0.116638321749416,1,Arg1
63,109,1.05694543853831,0.128205128205128,0.0845771144278607,66090,0.11738240900614,1,Zfp108
399,665,2.06238528015605,1,1,67145,0.117500356067079,1,Tacc1
846,1440,6.70565660994176,0.102564102564103,0.0646766169154229,65961,0.11807423327892,1,Mapk11
42,73,0.767699509318531,0.608058608058608,0.716417910447761,62583.5,0.118350512260327,1,Msantd4
1668,2832,1.76604090436037,0.366300366300366,0.333333333333333,66802,0.118400290235003,1,Xlr3b
1815,3072,0.722671266961981,0.681318681318681,0.686567164179104,67102.5,0.118416352285985,1,Mroh1
2380,4025,1.49586384472196,0.238095238095238,0.203980099502488,66514,0.118979787488039,1,Gm10605
369,619,0.772769713663083,0.912087912087912,0.860696517412935,67134,0.1190159052733,1,Lrif1
410,682,0.541411910330127,0.750915750915751,0.830845771144279,62557,0.119994351262195,1,Pnpla8
208,347,2.56198680195523,0.282051282051282,0.253731343283582,66629,0.120039389554046,1,Ap3m2
203,338,2.88663098645186,0.0989010989010989,0.149253731343284,63544,0.120408906827191,1,Gm37968
287,489,1.28593657890065,0.128205128205128,0.0895522388059701,66090,0.120492371734981,1,Scara3
1393,2391,0.566772626250461,0.391941391941392,0.373134328358209,66837,0.121253517868912,1,C3
1679,2846,0.262785616474819,0.358974358974359,0.437810945273632,62827.5,0.121591360881105,1,Zfp948
2505,4282,0.75251746036568,0.63003663003663,0.73134328358209,62597,0.121819591792233,1,Pick1
2351,3979,0.644481127668231,0.835164835164835,0.900497512437811,62564,0.1225218840334,1,Ccdc50
1263,2181,1.49364777437578,0.838827838827839,0.830845771144279,67107,0.122828483944294,1,Stat1
1306,2253,0.853927228644525,0.483516483516484,0.492537313432836,66951,0.123242013538693,1,Zbtb16
180,295,6.3303360514616,0.128205128205128,0.0895522388059701,66076,0.124698448461466,1,Fam135a
1706,2887,0.763537560512984,0.556776556776557,0.651741293532338,62651,0.124957901227666,1,Papolg
2073,3483,2.21571587269731,0.362637362637363,0.338308457711443,66767,0.125104479252128,1,Zfp939
1308,2260,1.04213060654436,0.424908424908425,0.398009950248756,66857.5,0.125106790205723,1,Xkr8
1696,2870,4.0808414431965,0.249084249084249,0.208955223880597,66505.5,0.12611159887644,1,Gulo
1902,3205,5.68245679382068,0.315018315018315,0.293532338308458,66672,0.127186098670369,1,Mapk10
1017,1752,0.93467556223399,0.534798534798535,0.606965174129353,62688.5,0.128111229254775,1,Simc1
2498,4259,1.02799406536663,0.435897435897436,0.442786069651741,66870,0.12862276064232,1,Rapgefl1
787,1335,0.851258825739188,0.901098901098901,0.890547263681592,67072,0.129353145590914,1,Ctdsp2
1833,3107,7.87891504024405,0.186813186813187,0.149253731343284,66298,0.130880044565905,1,Ms4a4c
2627,4493,0.654715725210351,0.750915750915751,0.751243781094527,67047,0.130902150056502,1,Bicd1
2706,4649,0.387751417759107,0.842490842490842,0.935323383084577,62614.5,0.13123196267664,1,Stx7
984,1678,4.07733650256605,0.0732600732600733,0.119402985074627,63717.5,0.131325940634322,1,Rab39
2042,3428,5.19064723718824,0.146520146520147,0.109452736318408,66135.5,0.132959178906424,1,Myo15
1438,2481,4.40094921584529,0.450549450549451,0.592039800995025,62759,0.13343502948755,1,Calhm2
1202,2078,4.69388354950477,0.205128205128205,0.169154228855721,66351.5,0.133445864225839,1,Scara5
875,1481,0.436972149330932,0.476190476190476,0.517412935323383,62775.5,0.133750083817438,1,D3Ertd751e
1784,3019,0.644691792424396,1,1,67046,0.134086902704078,1,Tsc22d1
1453,2504,0.706072104325127,0.230769230769231,0.189054726368159,66419,0.134088489344951,1,Cd300lg
558,952,5.49918407573598,0.197802197802198,0.159203980099502,66321.5,0.134132589204118,1,Gm28154
489,816,4.61732088318819,0.106227106227106,0.0696517412935323,65935,0.135166079320067,1,P2ry13
1648,2803,1.03007919089094,0.857142857142857,0.865671641791045,67033.5,0.135774849710934,1,Fam120b
2283,3866,5.39005747747736,0.267399267399267,0.228855721393035,66508,0.136750943741985,1,Tcte2
437,732,1.46610354498485,0.417582417582418,0.383084577114428,66783,0.136890757358498,1,Bbs4
323,547,4.52816397749863,0.311355311355311,0.293532338308458,66617,0.138084627669196,1,Rin2
69,118,4.79934629271362,0.725274725274725,0.761194029850746,67003,0.138338667665745,1,Ccl9
1497,2568,1.0075020871227,0.923076923076923,0.935323383084577,67014.5,0.139654917079653,1,Tmod3
532,901,4.98657733272751,0.15018315018315,0.109452736318408,66119,0.140689677062178,1,Wipf3
1359,2338,1.09688731383493,0.838827838827839,0.900497512437811,67006,0.140791240284147,1,Cep68
855,1449,0.482004107248495,0.622710622710623,0.666666666666667,62720.5,0.14145068649489,1,Tpk1
345,587,2.35954999050818,0.19047619047619,0.154228855721393,66272,0.141825858227699,1,Gm16861
1606,2747,3.03769946256129,0.131868131868132,0.0945273631840796,66039,0.142829886393378,1,Fbxl21
1912,3220,5.27469165609655,0.161172161172161,0.119402985074627,66150.5,0.144033029161878,1,Tlr1
556,947,4.43534729577978,0.282051282051282,0.263681592039801,66530,0.14410272382247,1,Slc16a7
1978,3326,1.05175246780296,0.556776556776557,0.676616915422886,62753.5,0.14471659836496,1,Tcta
1147,1993,4.99249260346006,0.21978021978022,0.18407960199005,66352,0.145011476638979,1,Kcnh7
2139,3604,0.85859209670908,0.56043956043956,0.656716417910448,62760,0.14533622989078,1,Snap47
1233,2132,0.943545896320314,0.271062271062271,0.243781094527363,66490,0.145819217234958,1,Cacna2d1
258,434,4.02016069844798,0.153846153846154,0.114427860696517,66119,0.146061219689101,1,Prkar1b
2460,4186,2.11322246822104,0.205128205128205,0.169154228855721,66296.5,0.148144139949549,1,Gm9968
616,1037,0.847545027144992,0.941391941391941,0.970149253731343,62706,0.148175996720062,1,Mprip
633,1074,5.5490668853697,0.120879120879121,0.0845771144278607,65973,0.148604519812311,1,B3gnt3
2584,4417,1.58005558279545,0.457875457875458,0.427860696517413,66774,0.149134714081853,1,Vamp1
531,900,3.13593890623596,0.142857142857143,0.199004975124378,63459,0.149720348462331,1,Il1r2
1236,2138,3.06787662462959,0.117216117216117,0.0796019900497512,65946.5,0.150801915151216,1,Aif1l
2146,3614,1.6941794109778,0.703296703296703,0.706467661691542,66927.5,0.150888963225189,1,Fbxo21
506,849,1.34406058915001,0.556776556776557,0.552238805970149,66850,0.152803641910675,1,Trim26
1402,2409,0.939947534172823,0.216117216117216,0.18407960199005,66317,0.152867608522788,1,Alpl
1529,2621,0.932526422225567,0.142857142857143,0.104477611940299,66052,0.153886241064997,1,Rbm46
748,1276,1.54792192526881,0.307692307692308,0.26865671641791,66521.5,0.154552308945778,1,Gstt1
607,1021,1.49871055314206,0.571428571428571,0.562189054726368,66842,0.156092369324307,1,Malt1
952,1626,3.08898524230115,0.340659340659341,0.323383084577114,66591,0.156214859795585,1,Trim16
183,300,0.616641503301164,0.882783882783883,0.900497512437811,62750,0.156479254449165,1,Sptlc2
1690,2860,4.6769580357712,0.146520146520147,0.109452736318408,66060.5,0.156868455722104,1,Wfs1
2111,3547,0.246425712095458,0.421245421245421,0.477611940298507,62938,0.157061364998041,1,Glce
1716,2907,0.225094838664429,1,1,62753,0.157349693896258,1,Ly6e
1624,2767,3.44153835070601,0.340659340659341,0.318407960199005,66580,0.157993040232043,1,Zkscan4
1332,2297,5.6776012011637,0.120879120879121,0.0845771144278607,65943,0.159635619021812,1,Gm37902
2005,3372,2.21406095092117,0.351648351648352,0.328358208955224,66589.5,0.159827607740272,1,Ccdc122
2681,4593,2.27966471875412,0.318681318681319,0.283582089552239,66517,0.16163245414317,1,Pkn3
1218,2107,5.1316132060933,0.186813186813187,0.154228855721393,66197,0.161784307096913,1,BC021785
1463,2521,2.45052315707581,0.421245421245421,0.402985074626866,66679,0.162075019874176,1,Hs1bp3
342,584,1.29631563263887,0.36996336996337,0.472636815920398,62998,0.162531533216098,1,Phlpp1
234,395,3.64214893083971,0.124542124542125,0.0895522388059701,65951.5,0.163729885934113,1,Fgf13
2244,3793,2.31174192927447,0.194139194139194,0.154228855721393,66199,0.165299650921501,1,Liph
1035,1798,1.00116935308453,0.937728937728938,0.970149253731343,66881,0.165654953813452,1,Cdc42se2
2694,4615,5.37224980960082,0.15018315018315,0.114427860696517,66047,0.167267170272329,1,BC043934
1943,3269,1.56983592914259,0.179487179487179,0.134328358208955,66138,0.167300452273568,1,Ttc30b
989,1685,1.6432872205665,0.164835164835165,0.129353233830846,66101,0.167466944387211,1,Gm37183
1697,2871,0.657989089194212,0.124542124542125,0.17910447761194,63582.5,0.167792930770795,1,Olfml3
1636,2781,5.69641312121054,0.263736263736264,0.228855721393035,66378.5,0.168559909535126,1,Mapk13
2192,3716,1.60841454139713,0.626373626373626,0.592039800995025,66801,0.169848117487677,1,Itfg3
1547,2661,4.05198532237486,0.326007326007326,0.313432835820896,66513,0.170158597840247,1,Cfap74
2271,3841,5.71432375314546,0.227106227106227,0.189054726368159,66278.5,0.170594951186955,1,Neurl1b
1614,2756,0.912825065740553,0.47985347985348,0.562189054726368,62939,0.171195652660212,1,Zfp874a
53,87,2.31103926895781,0.102564102564103,0.0696517412935323,65831.5,0.17143615958761,1,Patl2
1837,3113,0.704218115542662,0.472527472527473,0.54228855721393,62950,0.171454901793182,1,Rbak
2536,4335,5.04126029314877,0.146520146520147,0.109452736318408,66017.5,0.171974236849981,1,9230109A22Rik
876,1483,1.34520322468296,0.655677655677656,0.766169154228856,62851,0.172052400147695,1,Bace1
1673,2838,4.98236857753535,0.311355311355311,0.288557213930348,66471,0.172432581021978,1,Lancl3
2406,4071,2.05197544889327,0.161172161172161,0.218905472636816,63479.5,0.174419543895775,1,A430110C17Rik
125,207,1.5593613310387,0.509157509157509,0.477611940298507,66705,0.174862698283751,1,Klhl36
243,410,2.75503170309575,0.230769230769231,0.203980099502488,66285,0.17514463104033,1,Trpv4
2016,3385,1.14475847159939,0.644688644688645,0.696517412935323,66795.5,0.175893077259983,1,Psd3
476,791,0.354014304084262,0.3003663003663,0.263681592039801,66423,0.176864258988131,1,Gm37978
401,668,0.732399646854102,0.267399267399267,0.318407960199005,63244,0.176870512963936,1,Zfp583
1511,2592,0.153467648281232,0.216117216117216,0.288557213930348,63335,0.178101054174246,1,Mcpt8
1743,2949,1.44496466514856,0.567765567765568,0.577114427860697,66737,0.179494856088351,1,Rhobtb3
2246,3798,0.935650615774926,0.597069597069597,0.537313432835821,66737,0.179494856088351,1,Il1rap
1520,2604,1.39509149709985,0.432234432234432,0.527363184079602,63011.5,0.179949586740932,1,Acad12
1323,2285,5.27187877021761,0.282051282051282,0.253731343283582,66382,0.180177248177466,1,Stox1
2195,3721,5.82284107203152,0.227106227106227,0.203980099502488,66257,0.182023467425702,1,Gm16758
1197,2070,3.52660503540425,0.241758241758242,0.208955223880597,66278.5,0.183338690615573,1,Kcnip4
1239,2143,1.42622389451038,0.139194139194139,0.0995024875621891,65951.5,0.184398668350689,1,2210017G18Rik
2513,4295,0.930570711287963,0.802197802197802,0.865671641791045,62887,0.18469639067517,1,Dip2b
1663,2826,1.97471692803233,0.201465201465201,0.164179104477612,66159,0.186294075103027,1,Thbd
1371,2358,0.798772130325811,0.197802197802198,0.248756218905473,63429.5,0.187220892611877,1,Ankrd50
2118,3558,0.25564506052804,0.355311355311355,0.417910447761194,63143,0.188448904854455,1,Ss18l1
1608,2749,0.631125866535695,0.120879120879121,0.0845771144278607,65871,0.18862217049064,1,2010300C02Rik
2534,4332,1.14106415066599,0.761904761904762,0.771144278606965,66758,0.189786928145399,1,AW549877
1081,1878,5.71653720991063,0.142857142857143,0.109452736318408,65958,0.1915065450946,1,Zcchc12
1526,2616,0.498811328784396,0.19047619047619,0.243781094527363,63462,0.19258687211609,1,Efr3b
65,112,0.566416103822893,0.604395604395604,0.651741293532338,62979,0.195160527718938,1,Arntl
2507,4286,0.235588918289314,0.234432234432234,0.298507462686567,63362.5,0.195521101330729,1,Tcam1
1235,2134,0.613234997050204,0.263736263736264,0.328358208955224,63306.5,0.195578527644861,1,Ccdc17
1675,2842,5.98288666892555,0.212454212454212,0.189054726368159,66176.5,0.195775917528363,1,Fndc4
2062,3466,0.637136995408191,0.450549450549451,0.567164179104478,63058,0.196899831914142,1,Ppap2c
2693,4614,0.915399711633537,0.322344322344322,0.402985074626866,63209,0.197149160888404,1,Zfp938
453,757,1.52804716400821,0.677655677655678,0.751243781094527,66715,0.19719025439858,1,Tgm2
538,912,1.3581224476265,0.102564102564103,0.0696517412935323,65771.5,0.198788573880463,1,Gm37186
1354,2330,0.232833458020137,0.406593406593407,0.492537313432836,63115,0.198914530507045,1,Zfp940
2448,4160,1.27688999411267,0.67032967032967,0.696517412935323,66700,0.199022970835315,1,Il15ra
2289,3880,0.524201165659305,0.978021978021978,0.980099502487562,62947,0.199697416029432,1,Tmem245
389,648,0.602463190783011,0.974358974358974,0.990049751243781,62951,0.200651232190627,1,Ncoa2
333,567,1.46283670155782,0.164835164835165,0.129353233830846,66007,0.20137212439526,1,Zfp128
1928,3246,5.17390360820493,0.146520146520147,0.114427860696517,65948,0.201755075419894,1,Xkrx
869,1471,2.84138945744665,0.498168498168498,0.54228855721393,66609,0.202046473791369,1,Lpar4
1178,2040,2.30489858177369,0.186813186813187,0.144278606965174,66064,0.202306807488847,1,4921507P07Rik
2317,3928,1.1280440073678,0.842490842490842,0.845771144278607,66707.5,0.203757729755166,1,AI987944
2047,3438,0.603818191767806,0.26007326007326,0.323383084577114,63343,0.204187591701538,1,Ttl
1921,3236,0.727881234640956,0.238095238095238,0.288557213930348,63395,0.204237929824482,1,Ankrd29
857,1452,4.13655623327685,0.249084249084249,0.218905472636816,66228.5,0.205171343503082,1,Ttc12
1344,2317,4.04695571907053,0.164835164835165,0.134328358208955,66003,0.205581764754796,1,Cd22
585,988,0.751841791682856,0.989010989010989,0.995024875621891,66697.5,0.207051875302542,1,Xbp1
101,168,4.33015368708625,0.267399267399267,0.248756218905473,66271,0.207076215434614,1,5830418P13Rik
733,1245,3.72685850265669,0.344322344322344,0.45273631840796,63202,0.207121593884429,1,Dsg2
354,602,1.62278466107251,0.516483516483517,0.507462686567164,66585,0.207462610960423,1,Rsad2
1092,1903,5.65589535949567,0.168498168498169,0.134328358208955,66000,0.209383875757107,1,9330182L06Rik
965,1646,5.30768095181839,0.208791208791209,0.17910447761194,66120,0.209601727131218,1,Vasn
887,1505,4.80514707517685,0.322344322344322,0.303482587064677,66359,0.20995756117293,1,Abcc3
2326,3939,4.64921244981523,0.102564102564103,0.0746268656716418,65758,0.210214803263112,1,Filip1
2172,3661,1.48077501115398,0.586080586080586,0.552238805970149,66609,0.210630017460353,1,Orai2
264,445,5.4620718713741,0.175824175824176,0.248756218905473,63533.5,0.211394386704487,1,BE692007
1616,2758,5.24814439222037,0.113553113553114,0.0845771144278607,65797,0.213889668309157,1,Ptpru
1862,3148,0.87163712998348,0.706959706959707,0.781094527363184,63023,0.214233650598026,1,Ganc
2626,4492,1.96911025795402,0.677655677655678,0.771144278606965,63032,0.215416870016534,1,Cst7
315,534,2.06885994138799,0.373626373626374,0.343283582089552,66406,0.215790663504564,1,Tmem67
248,419,4.61183515376938,0.179487179487179,0.149253731343284,66022,0.21582058249992,1,Fzd1
1617,2760,2.08962053731502,0.446886446886447,0.477611940298507,66491.5,0.221578015453047,1,Pvr
569,967,2.36176499804111,0.117216117216117,0.0845771144278607,65787,0.222960762119544,1,Lrrc66
1944,3270,1.3532226994116,0.41025641025641,0.373134328358209,66421,0.223328655815854,1,Zfyve16
2007,3374,0.887376219634511,0.395604395604396,0.368159203980099,66408.5,0.223459709338886,1,1700029J07Rik
2374,4018,0.453928589439891,0.245421245421245,0.223880597014925,66171,0.224532450413602,1,Txk
8,15,0.457485596708389,0.736263736263736,0.810945273631841,63064,0.226045173203096,1,Bhlhb9
2623,4489,2.43927499668365,0.351648351648352,0.328358208955224,66341.5,0.227578028109901,1,Zfp442
2259,3816,1.11975825389659,0.542124542124542,0.54228855721393,66525,0.228636290624453,1,Armcx1
1792,3034,2.0369326408793,0.241758241758242,0.213930348258706,66145,0.228957808092375,1,Gm37706
966,1649,0.706194661397861,0.648351648351648,0.696517412935323,63098,0.229366774494657,1,Pex12
533,902,0.197273453352486,0.747252747252747,0.865671641791045,63073.5,0.229527827572319,1,Gm8648
1299,2242,5.80243317921072,0.113553113553114,0.0845771144278607,65764,0.23007328205709,1,Chrnb4
38,65,0.588398722496016,0.32967032967033,0.393034825870647,63323,0.230370692239029,1,Srxn1
85,146,3.38334394921368,0.175824175824176,0.144278606965174,65973,0.230475379813026,1,Mmp9
743,1263,4.55187915734484,0.333333333333333,0.323383084577114,66307,0.232864547111995,1,Lhfp
2715,4663,1.82080727836559,0.468864468864469,0.462686567164179,66457,0.232881303514704,1,Msl3l2
1187,2055,1.07140356156842,0.472527472527473,0.537313432835821,63194,0.233345910062618,1,Kif16b
151,252,1.3813595770775,0.131868131868132,0.174129353233831,63749,0.234391036966313,1,Gm26816
374,625,0.944819093002831,0.673992673992674,0.741293532338308,63110,0.235013982353992,1,Tle4
1189,2057,1.63342133996018,0.113553113553114,0.0845771144278607,65754,0.235145070486151,1,Slc25a29
1475,2537,1.14527279108724,0.714285714285714,0.741293532338308,66567,0.235836848503249,1,Gch1
1744,2951,1.18130129736348,0.362637362637363,0.333333333333333,66325,0.236238321449462,1,Dcaf12l1
1357,2334,5.31793729729982,0.128205128205128,0.0995024875621891,65808,0.236614270417386,1,Sncaip
2076,3488,1.20459026804052,0.380952380952381,0.373134328358209,66357,0.236772205027391,1,Ccdc64
2611,4460,1.03649667698979,0.871794871794872,0.920398009950249,66579,0.237188095155166,1,Lrmp
91,154,1.34705501757203,0.611721611721612,0.616915422885572,66529,0.237248602714893,1,Usp18
675,1143,0.332423703848026,0.956043956043956,0.990049751243781,63101,0.238824221210437,1,Pttg1ip
785,1332,1.43537175735901,0.688644688644689,0.736318407960199,66546.5,0.240463263326582,1,Mtmr14
1461,2519,5.42047550065444,0.278388278388278,0.26865671641791,66196.5,0.240885753752914,1,Fam171b
296,501,0.415725850503817,0.787545787545788,0.845771144278607,63117,0.241622557188165,1,Ddx26b
1772,2996,0.721487964880005,0.304029304029304,0.358208955223881,63400,0.242234282386201,1,Bbs2
755,1286,0.8550495342598,0.201465201465201,0.164179104477612,66005,0.242988558016207,1,Adam8
615,1034,0.764683121521733,0.153846153846154,0.124378109452736,65880,0.24313866559551,1,Olfr558
1708,2894,5.46825692074966,0.315018315018315,0.293532338308458,66241,0.243274736919027,1,Clec2i
937,1594,1.79546708704122,0.241758241758242,0.208955223880597,66097.5,0.244683006476061,1,Spry1
1917,3227,0.321806584011012,0.582417582417582,0.681592039800995,63181,0.248245431298957,1,Tmem87b
2523,4308,0.656273052997631,0.945054945054945,0.975124378109453,63136.5,0.248552934027059,1,Serinc1
1844,3124,0.927988956856178,0.615384615384615,0.656716417910448,63185.5,0.250404328546683,1,Zfp12
1001,1720,0.860008424844605,0.692307692307692,0.73134328358209,66508,0.251225378691145,1,Mblac2
2031,3408,1.32371445394259,0.791208791208791,0.810945273631841,66519,0.252119849258017,1,Plekhb2
431,720,6.03359362191285,0.183150183150183,0.154228855721393,65944,0.252473546017037,1,Ptger2
1108,1927,2.38037555619751,0.355311355311355,0.328358208955224,66262,0.254019580403718,1,Cfp
156,258,0.776174413321952,0.564102564102564,0.63681592039801,63213.5,0.254236666122661,1,Clock
2251,3804,2.12101744148515,0.307692307692308,0.27363184079602,66188,0.254781283774267,1,2510009E07Rik
400,666,1.18054406892887,0.63003663003663,0.587064676616915,66466.5,0.254794122087633,1,Dhx57
1212,2097,5.42085619537701,0.168498168498169,0.144278606965174,65903,0.255306876324666,1,Scrn1
1535,2635,0.997501828570786,0.542124542124542,0.537313432835821,66430.5,0.255421064926894,1,Nuak2
434,724,1.02218095070493,0.527472527472527,0.656716417910448,63225.5,0.25612060536984,1,Dach1
142,240,5.11317924148888,0.157509157509158,0.129353233830846,65864,0.256382686299963,1,Cacna1b
1489,2557,1.66978760860781,0.846153846153846,0.890547263681592,66508,0.25657229978568,1,Cflar
1119,1951,0.709499961448009,0.153846153846154,0.119402985074627,65834.5,0.261269677486958,1,Kcnd1
2023,3395,4.27550295866953,0.593406593406593,0.706467661691542,66453.5,0.2617148742662,1,Il6st
574,973,1.53628684915354,0.344322344322344,0.333333333333333,66232,0.262329597150732,1,Slc35f2
191,312,0.238592946497342,0.32967032967033,0.27363184079602,66171,0.267592702199107,1,Slc15a2
209,348,1.33716237500443,0.212454212454212,0.189054726368159,65982.5,0.268650226091131,1,Chl1
954,1630,5.62005750166171,0.164835164835165,0.139303482587065,65859,0.270051118211481,1,F2rl2
2128,3582,2.51949403641527,0.168498168498169,0.139303482587065,65861.5,0.271607635345804,1,Ric3
2206,3734,1.0560608722026,0.139194139194139,0.114427860696517,65778,0.272982197969486,1,Pnpla1
1476,2538,1.21812460652791,0.465201465201465,0.447761194029851,66319,0.273066002596391,1,Timp2
1163,2017,4.75931599448216,0.282051282051282,0.263681592039801,66106,0.273670776132427,1,Id3
2055,3452,3.67891972059486,0.567765567765568,0.63681592039801,66394,0.274783656806612,1,Fcgr2b
2174,3663,0.553465419468394,0.860805860805861,0.875621890547264,63235,0.276475220634828,1,Abcc1
2378,4023,0.851557356702489,0.216117216117216,0.194029850746269,65969,0.278207539080237,1,Mrc2
391,652,1.94648374360345,0.157509157509158,0.199004975124378,63780,0.278889524376675,1,C230062I16Rik
2552,4363,3.04313246173784,0.772893772893773,0.81592039800995,66423,0.279967994393226,1,H2-Ab1
2245,3794,5.36493491655108,0.128205128205128,0.0995024875621891,65723,0.280238461898408,1,Zfp82
1337,2305,0.70060147918217,0.879120879120879,0.915422885572139,63249.5,0.28112861854029,1,Cmtm6
2312,3922,1.31597807701237,0.846153846153846,0.875621890547264,66424,0.281185650855264,1,Lgals8
2673,4575,1.90236131638624,0.172161172161172,0.139303482587065,65846,0.281627463136788,1,Slc52a3
2347,3972,0.984357467091153,0.783882783882784,0.865671641791045,63255.5,0.281792040356871,1,Gm13212
1599,2735,0.912963826385045,0.355311355311355,0.422885572139304,63450,0.282312468679353,1,AI854703
771,1310,1.80549875966381,0.663003663003663,0.671641791044776,66388,0.2838350165155,1,Ube2h
649,1093,1.02572815116698,0.835164835164835,0.880597014925373,66413,0.284472951241599,1,Arhgap12
2337,3958,2.54185189395965,0.380952380952381,0.383084577114428,66216,0.284688364834723,1,Kremen1
1808,3062,2.20437422405501,0.117216117216117,0.154228855721393,63908,0.285337289113283,1,Atp8a2
2712,4657,0.887935081121078,0.663003663003663,0.716417910447761,63288,0.28563558674919,1,Zufsp
1532,2625,1.52169406733336,0.827838827838828,0.875621890547264,66402.5,0.287594347562345,1,Msmo1
735,1250,0.477634548339541,1,1,63272,0.288286428127691,1,Wdr1
1381,2372,0.259576421256925,0.124542124542125,0.159203980099502,63895.5,0.288512030371477,1,2810414N06Rik
2468,4201,4.80878888865201,0.0769230769230769,0.109452736318408,64058,0.288715821386492,1,Camp
1473,2535,0.736968739925217,0.860805860805861,0.890547263681592,66400,0.288722249410128,1,1110059E24Rik
2000,3364,2.8393445049467,0.43956043956044,0.467661691542289,66266.5,0.288805777249748,1,Pf4
597,1002,5.77854225807025,0.201465201465201,0.189054726368159,65917,0.290972640506411,1,Cdh23
2433,4128,2.87782767106542,0.600732600732601,0.741293532338308,63317,0.292718878530117,1,Rab44
13,24,5.22721736392648,0.26007326007326,0.243781094527363,66020,0.293725899127208,1,Slc18a1
2166,3649,0.510147160857657,0.461538461538462,0.512437810945274,63404,0.294952065078318,1,Ticam1
1413,2430,0.561843230760731,0.432234432234432,0.482587064676617,63425,0.294959476261058,1,Them4
645,1089,5.50612908491913,0.197802197802198,0.17910447761194,65893.5,0.295312154677259,1,Cysltr1
1213,2098,1.23217134960846,0.901098901098901,0.90547263681592,66379.5,0.295366684431869,1,Rcbtb2
918,1552,1.00250745448988,0.948717948717949,0.980099502487562,66348,0.305553170702847,1,Ppt1
2052,3446,0.575948331411399,0.347985347985348,0.298507462686567,66096,0.305952664905372,1,Sdr42e1
83,144,0.765579674007825,0.663003663003663,0.756218905472637,63349,0.30621444648904,1,Heatr5b
1329,2293,1.44179972427259,0.468864468864469,0.477611940298507,66228.5,0.307072739633133,1,Stoml1
776,1320,2.45770030931827,0.238095238095238,0.303482587064677,63669,0.307959813548269,1,2210404O09Rik
792,1349,2.03880755813474,0.538461538461538,0.646766169154229,63391,0.308498064449237,1,Ddx4
2391,4041,3.51454786920012,0.102564102564103,0.0796019900497512,65592.5,0.309183675377859,1,Nr1h3
35,60,4.79729924674025,0.428571428571429,0.492537313432836,66209,0.309747644415992,1,Slc16a2
17,30,1.37719926173404,0.212454212454212,0.174129353233831,65871,0.312030183735666,1,Ankrd6
1368,2354,5.13586702749106,0.135531135531136,0.114427860696517,65687,0.318659223400055,1,Cav1
892,1513,8.34555837639377,0.124542124542125,0.0995024875621891,65645.5,0.320603319164477,1,Cd19
1628,2771,1.02611673642304,0.619047619047619,0.721393034825871,63406,0.322079144510416,1,Pctp
1546,2655,0.902538304540786,0.432234432234432,0.417910447761194,66145.5,0.324569985371985,1,Ndrg2
610,1025,3.44604837515074,0.435897435897436,0.487562189054726,66167,0.325341723014222,1,Sorl1
2697,4626,3.32886445007899,0.146520146520147,0.124378109452736,65704,0.325767998303719,1,Rab36
1534,2634,0.193167217503409,0.212454212454212,0.18407960199005,65849,0.326507931941041,1,Cldn15
306,515,0.458768724299278,0.26007326007326,0.303482587064677,63697,0.327624566206957,1,Lysmd4
1780,3010,0.620891296446669,0.659340659340659,0.746268656716418,63416.5,0.328250287463412,1,D3Ertd254e
1863,3149,0.537580852013249,0.267399267399267,0.318407960199005,63691,0.331292986046428,1,Magee1
2143,3610,0.381473185142267,0.633699633699634,0.676616915422886,63437,0.331736171353308,1,Pramef8
1077,1873,1.19484167493995,0.586080586080586,0.562189054726368,66212,0.332043793769822,1,Hacl1
973,1660,0.589751229112478,0.578754578754579,0.626865671641791,63455.5,0.332492312905267,1,B230354K17Rik
2184,3698,2.48861002563776,0.597069597069597,0.696517412935323,63453,0.336085477766071,1,Clec12a
1598,2734,1.74995052810986,0.399267399267399,0.383084577114428,66085,0.336705635941672,1,Gstm4
1947,3273,0.976869598369733,0.879120879120879,0.90547263681592,66252.5,0.336851655161097,1,Inpp5k
1065,1852,2.29521692316941,0.0842490842490843,0.114427860696517,64114,0.339508706973618,1,Zfp112
1727,2922,2.08381899104269,0.146520146520147,0.129353233830846,65684.5,0.33993480074975,1,Kcnh2
2134,3599,0.540449167487462,0.194139194139194,0.159203980099502,65777,0.340754447785416,1,Lrp11
2092,3515,0.774613592318532,0.725274725274725,0.781094527363184,63445,0.341063571512617,1,Sike1
