Gene Name	CorValue
ptger2	0.0920785665512085
perp	0.0920784398913383
tmem67	0.0919556617736816
dhrs1	0.0917974263429642
b3gnt3	0.0917744114995003
ighv6-6	0.0916858091950417
tgm2	0.0916743129491806
fam64a	0.0915452167391777
mx2	0.0915118008852005
4933424m12rik	0.0913705751299858
zfp658	0.0913412943482399
tanc2	0.0913301929831505
mx1	0.0913047417998314
vnn1	0.0912465751171112
zfp184	0.0912307128310204
cep68	0.0910426825284958
ppt1	0.0910070240497589
fam169b	0.0909493267536163
amot	0.0908901765942574
rhoh	0.090803936123848
tas1r1	0.0907623097300529
2610305d13rik	0.090741291642189
ankrd33b	0.0905379727482796
card6	0.0904722213745117
zfand5	0.0904515981674194
kcnip4	0.0903421565890312
ccdc184	0.0901483148336411
stk10	0.0901135131716728
ahr	0.0900942012667656
fzd6	0.0900900289416313
slc12a7	0.090055987238884
rpgrip1	0.090047225356102
diap2	0.090039037168026
gch1	0.0900338962674141
thnsl1	0.0899812579154968
tlr7	0.0899579152464867
trib1	0.0898109078407288
lonrf3	0.0894735977053642
stk17b	0.0894680768251419
frmd8	0.0891875550150871
arhgap28	0.0890716165304184
c130089k02rik	0.0890368297696114
tmem106a	0.0887438356876373
cd7	0.0886835753917694
arrdc1	0.088521845638752
rnf114	0.088356651365757
mum1l1	0.0883120074868202
ptges	0.0881357491016388
pde4dip	0.0879709124565125
acot11	0.0879474207758904
cdkn1a	0.0879357159137726
neo1	0.0878771021962166
homez	0.0876988843083382
elovl7	0.0876607671380043
zfp92	0.087614007294178
atp1a3	0.0875381752848625
xbp1	0.087466649711132
tbck	0.087442472577095
arhgef17	0.0874112248420715
wdfy1	0.087298259139061
gm16861	0.0871293917298317
gm20342	0.087127260863781
boc	0.0871249586343765
gmip	0.087014451622963
amigo1	0.0869618579745293
slc13a2	0.0867580473423004
ifi204	0.0864386856555939
ncoa7	0.0863021686673164
slc35d2	0.0861578956246376
cd6	0.0860429108142853
fut10	0.0859944596886635
c77080	0.0858724191784859
rasip1	0.0857009366154671
pxdc1	0.0856993496417999
fcgr2b	0.0856843665242195
dusp18	0.0856158137321472
ttll7	0.0855117291212082
ifit1	0.0855046212673187
zfp286	0.0854239091277122
rasl12	0.0854159221053123
palld	0.0853417366743088
ttc8	0.0852613672614098
oxr1	0.0852605774998665
ccr7	0.0852151960134506
gpc1	0.0848901644349098
8430408g22rik	0.0848528668284416
slc39a13	0.0848351046442986
mgat1	0.0847810506820679
bcl2l14	0.0847742184996605
ctnnal1	0.0844358578324318
b630005n14rik	0.0843517556786537
tshz3	0.0843352898955345
tor4a	0.0842119231820107
cyp7b1	0.0841706097126007
ctsg	0.0841196626424789
inpp5k	0.0841016918420792
rab27b	0.0840713679790497
ccng2	0.0840276256203651
cpq	0.0839321464300156
nlrc5	0.083912618458271
gpr18	0.0838878974318504
itgam	0.0837980434298515
gpr4	0.0837246999144554
slc35f2	0.0835863649845123
fam187b	0.0834488421678543
tifab	0.083349272608757
spns3	0.0832888931035995
rin2	0.0832816958427429
lpar1	0.0832658335566521
d130040h23rik	0.0832635536789894
serpini1	0.0830706059932709
dennd1b	0.0830056071281433
ctnnd2	0.0829410329461098
be692007	0.082880474627018
arpp21	0.0828486606478691
gm30948	0.0827038064599037
dstyk	0.0826058760285378
pfkp	0.0825494080781937
ai504432	0.0824694484472275
armcx2	0.0824639424681664
crot	0.0824495553970337
trp53bp1	0.0824288055300713
itga3	0.0823273360729218
5430427o19rik	0.0822692960500717
wfs1	0.0821273103356361
sfrp1	0.0821016952395439
lrch2	0.0819986462593079
aim1	0.0818860158324242
mcoln3	0.0817731693387032
rrad	0.0817054510116577
lgals8	0.081630066037178
aff4	0.0816260054707527
zfr2	0.0816101655364037
hpgds	0.081608459353447
slc18a1	0.0815964117646217
il18bp	0.0815753191709518
cyp39a1	0.0815378427505493
trim36	0.0815059691667557
unc45bos	0.0813402384519577
pik3r5	0.0813058912754059
zcchc18	0.081287793815136
itgb3	0.0811513364315033
fbxo21	0.0810053572058678
9530082p21rik	0.0810029283165932
reck	0.0809516310691833
raver2	0.0806702598929405
phf11d	0.080636590719223
gba2	0.0805834829807281
zbtb4	0.0805050060153008
epx	0.0804910361766815
adamts6	0.0803536400198936
hpgd	0.0803370624780655
msmo1	0.0802248939871788
baz2b	0.0798438638448715
naprt	0.0798210278153419
atp7a	0.0797285512089729
pde1c	0.0797174647450447
slamf8	0.0796736180782318
arid3b	0.0796256512403488
zfp455	0.0796236842870712
gm16758	0.0796173885464668
prkacb	0.0795830935239792
itfg3	0.0794891566038132
klrb1c	0.0790857598185539
vezf1	0.0788010135293007
akap7	0.0787672773003578
lpxn	0.0786680281162262
cnr1	0.0786549150943756
lyplal1	0.0786357894539833
pik3r1	0.0785066112875938
msrb3	0.0784344598650932
akr1c19	0.0783307999372482
mpeg1	0.0782267600297928
trim62	0.0781631320714951
tff2	0.0780726969242096
ighv11-2	0.0780429914593697
hhat	0.0779823586344719
erp27	0.0779709964990616
wbscr27	0.0777996778488159
ano7	0.0777633190155029
gcsam	0.077627994120121
nsmf	0.0776246190071106
gstt1	0.0775293335318565
ric3	0.0775223970413208
zfp612	0.077501192688942
gm37642	0.077265664935112
2900092n22rik	0.0772624388337135
ppfibp2	0.0768466740846634
rhobtb3	0.0768240392208099
il10ra	0.0767971351742744
large	0.0767250061035156
zfp37	0.076700933277607
ighv1-76	0.0765201896429062
1110059e24rik	0.0764806494116783
mgrn1	0.076476976275444
ccdc122	0.076318122446537
stard5	0.0763001888990402
stard9	0.0762815549969673
p2rx4	0.076097309589386
hdx	0.075833834707737
sec16b	0.0758188813924789
ada	0.075699582695961
plcb3	0.0755743235349655
ampd2	0.075463131070137
pcmtd1	0.0752890631556511
ly86	0.0750110149383545
s100a9	0.0749880447983742
zfp575	0.074943482875824
drc7	0.0748966708779335
iglv1	0.0748551040887833
ccr2	0.0748352184891701
rgs14	0.0747438222169876
plscr4	0.0747367963194847
tcaf1	0.0747278332710266
1700024p16rik	0.0747150182723999
chic1	0.0746952444314957
e030002o03rik	0.074634961783886
ms4a4b	0.0746044963598251
zfp606	0.074585035443306
tnfrsf21	0.0745470300316811
oas3	0.0745461508631706
kdf1	0.0744908004999161
ccr6	0.0742738842964172
pkn3	0.0742385312914848
grap	0.0739771351218224
hs1bp3	0.0739692449569702
zfp442	0.0739627927541733
bpifb5	0.073958545923233
mc5r	0.0738153085112572
rab20	0.0736399292945862
fndc3b	0.0735846534371376
ighj4	0.0735358819365501
plekhb1	0.0735048279166222
evi2a	0.0734271630644798
cd4	0.0733887553215027
arrdc3	0.0733325704932213
fut4	0.073294423520565
lamp2	0.0732287764549255
dsel	0.0732181072235107
gm37033	0.0731866210699081
dnah1	0.0731616243720055
ndnf	0.0730803310871124
p2ry13	0.0728826448321342
pxk	0.0728553757071495
adgra3	0.0727535039186478
noxa1	0.0727526396512985
skint3	0.0727306082844734
1600014c10rik	0.072432205080986
mtus1	0.0722922459244728
lyn	0.0722562819719315
iglc2	0.0721656382083893
ift122	0.0721321925520897
adarb1	0.0721160620450974
agmo	0.0720682144165039
khnyn	0.0720485374331474
pvr	0.0719502195715904
mcpt8	0.0719445645809174
asb2	0.0719326362013817
mmp23	0.0718293040990829
slc39a4	0.0714437440037727
mettl24	0.0713207274675369
bace1	0.0713034868240356
mlph	0.071273036301136
nrp2	0.0712452828884125
arl6ip1	0.0712240487337112
btla	0.0712023973464966
olfr658	0.0711642354726791
htra3	0.071127749979496
hmox1	0.0711071118712425
angptl2	0.0710555464029312
cntn1	0.0710043907165527
acvr2a	0.0709866434335709
herc3	0.070966012775898
galnt3	0.0709605440497398
ly6g	0.0709596425294876
cyp27a1	0.0709158629179001
thnsl2	0.0708738341927528
hsd3b7	0.0708519518375397
zfp715	0.0708404704928398
rcbtb2	0.0707828104496002
ttc3	0.0707230940461159
slc9a9	0.0707141235470772
5430403g16rik	0.0706762298941612
lekr1	0.0706079453229904
hrh2	0.0705221518874168
sdc3	0.0704804137349129
trim68	0.0703745260834694
bspry	0.0702256485819817
maml3	0.070203110575676
pygb	0.0701062977313995
lancl3	0.0701024308800697
xkrx	0.0700353011488914
plagl1	0.0698185414075851
foxo1	0.069775216281414
oas1a	0.0697502866387367
cd48	0.0696766301989555
usp40	0.0696058198809624
cacna1a	0.0695480853319168
zbtb42	0.0695141851902008
atp1b1	0.0693355277180672
csf2	0.0692768543958664
bace2	0.0691067948937416
il2ra	0.0690950006246567
muc3a	0.0690843313932419
kynu	0.0690589994192123
adgre4	0.0690063238143921
hcar2	0.0689521804451942
ptgir	0.0688587501645088
dennd3	0.0687987953424454
2810029c07rik	0.0687202215194702
glb1l2	0.0686412453651428
slc39a6	0.0686409920454025
edaradd	0.0683780089020729
ier2	0.0683281570672989
slc52a3	0.0680345520377159
spp1	0.0679882392287254
map4k3	0.0679823905229568
cdh23	0.0679469034075737
ccrl2	0.067913256585598
clec1b	0.0679129660129547
slc18a2	0.0678569823503494
trove2	0.0677930116653442
zap70	0.0677884593605995
ighv1-69	0.0677564591169357
gm5141	0.0676148906350136
src	0.0675964280962944
axl	0.0675531029701233
c130023a14rik	0.0675488263368607
fndc4	0.0675251334905624
9630010a21rik	0.0673903450369835
gm28455	0.0673496872186661
rasgrp3	0.0673428475856781
ppbp	0.0672715380787849
hdc	0.0672253593802452
atp13a2	0.0671198219060898
bach2	0.0670870691537857
rbbp9	0.0670498311519623
evc	0.066944345831871
gbp5	0.0669400915503502
prkch	0.0668483600020409
calhm2	0.0667368397116661
acadsb	0.0666849911212921
rgs11	0.0665407180786133
spint1	0.0665380209684372
tgfbr1	0.0664939507842064
prkcb	0.0664010494947433
hook1	0.066268227994442
slc39a11	0.0661675110459328
gm37314	0.0660953298211098
smad4	0.0660423338413239
trim45	0.0659932643175125
cdkl5	0.0659527257084846
cyp2d22	0.0659025758504868
2010300c02rik	0.0658034682273865
rnf157	0.0657390579581261
lrig3	0.065701849758625
il7r	0.0656960979104042
asb4	0.0655548572540283
zfp951	0.0654484629631042
lgalsl	0.0654433146119118
crisp3	0.0653697401285172
f5	0.0653676390647888
snx30	0.0652000978589058
ly6c2	0.0651492923498154
ssh2	0.0648991763591766
icos	0.0648434236645699
zfp558	0.0648359209299088
atp9a	0.0648091062903404
itk	0.0647240057587624
card10	0.0645650252699852
spry1	0.0644642189145088
cd276	0.0644374191761017
tacr1	0.0642918348312378
btc	0.0642245262861252
elmo3	0.0640202984213829
slc4a3	0.0639503225684166
mkrn3	0.0638963058590889
fam110c	0.0638603717088699
gm38243	0.0638590008020401
mapk11	0.0638313442468643
tro	0.0638282746076584
pyhin1	0.0636814758181572
postn	0.0635029599070549
vwf	0.0634276121854782
h2-ab1	0.0633937418460846
gm16485	0.0633595660328865
best1	0.0632760152220726
mrc2	0.06318249553442
fam135a	0.0631759315729141
zcchc24	0.0630829408764839
kcnh7	0.0630770474672318
tmem229b	0.0630695149302483
klrb1b	0.062999852001667
pias3	0.0629163756966591
s1pr1	0.0628112256526947
pygl	0.0627456381917
ralgps1	0.0626530721783638
s1pr2	0.0626200065016747
pbld2	0.0624755173921585
sfxn3	0.0624262057244778
chd3os	0.0623573362827301
ighv1-58	0.0622488595545292
gm26740	0.0621339157223701
2900018n21rik	0.061971839517355
trim32	0.0619110763072968
cst7	0.0618939734995365
catsperg1	0.0618121884763241
gpr157	0.0617042221128941
sfmbt2	0.0615930929780006
entpd3	0.0615463852882385
mrvi1	0.0615012608468533
il22ra2	0.0614358261227608
rcn1	0.0613550171256065
caly	0.0612799152731895
ankef1	0.0612589344382286
p4ha1	0.0612431839108467
mapk13	0.0612350478768349
zfp764	0.0612165182828903
slfn5	0.0612099915742874
plekho2	0.0611820556223392
xkr6	0.0610742680728436
tead3	0.0610387697815895
tmem245	0.0608581975102425
dll4	0.0608362928032875
galm	0.0608083456754684
ak1	0.0607169196009636
sncaip	0.0606850199401379
mxra8	0.0606400892138481
bhlha15	0.0605911575257778
ppp4r4	0.0605650320649147
camk1d	0.0605548247694969
chst2	0.0604994632303715
s100a8	0.0604438781738281
dusp26	0.0603784322738647
gm37899	0.0603184662759304
ppp1r36	0.0602945238351822
tanc1	0.0602057166397572
lif	0.0602022148668766
mtmr14	0.0601942650973797
tspan12	0.0599736459553242
ddx4	0.0599644258618355
mier2	0.0599053241312504
zfp146	0.059845183044672
nucb2	0.0598240606486797
nr3c2	0.0597030818462372
fam171b	0.0596935823559761
rab39b	0.0596727728843689
fhl2	0.0596708692610264
1700049g17rik	0.0594274140894413
slc35f5	0.0594214051961899
gp9	0.0592715479433537
adgrd1	0.0592416077852249
mcf2	0.0592107251286507
rarb	0.0591451823711395
elf4	0.0589207671582699
cox6a2	0.0589105039834976
eml2	0.0587435476481915
zfp386	0.0587317645549774
fgfr3	0.0587254054844379
cftr	0.0586652792990208
nudt11	0.0586607679724693
dsg2	0.0586021356284618
kremen1	0.0585885085165501
armcx1	0.0585780404508114
bco2	0.0584960505366325
sdpr	0.0584754943847656
tom1l2	0.0583917684853077
trafd1	0.0582429021596909
mettl20	0.058210626244545
gm37606	0.0581422559916973
robo1	0.0580913349986076
pdgfrb	0.0580491684377193
elac1	0.058049026876688
stat1	0.0580158941447735
sytl4	0.0578873381018639
asah2	0.0578835010528564
igkv14-130	0.0578235425055027
gdf11	0.0577514059841633
hacl1	0.0576047301292419
6330403l08rik	0.0575508922338486
zfyve28	0.0575071610510349
usp18	0.0573863536119461
nr1d2	0.0573741160333157
tdrd7	0.0573667250573635
zfp420	0.0572498887777328
ai607873	0.0572267509996891
rassf6	0.0572198145091534
aldh6a1	0.0571747422218323
klhl13	0.0571734718978405
gm17322	0.057045828551054
kbtbd13	0.05696015432477
lypd6b	0.056890107691288
lpar4	0.0567786060273647
gspt2	0.0567579306662083
rhbdl3	0.0567265897989273
kif21b	0.0566798783838749
gdf9	0.0566540509462357
naip6	0.0566537752747536
gm4956	0.0566443428397179
zscan18	0.0566282048821449
ift172	0.0565905012190342
vasn	0.0565020777285099
fkbp10	0.0564971268177032
krba1	0.0563929788768291
rnf135	0.056371133774519
kif23	0.0563557259738445
ankrd63	0.0563127584755421
hck	0.0561866462230682
tert	0.05617905408144
cd101	0.0561190396547318
btbd11	0.0559686757624149
zfp773	0.0557227320969105
adora2b	0.0556393340229988
insrr	0.055621437728405
rbm11	0.0554565861821175
myo15	0.0554380603134632
tmod3	0.0554032362997532
prom2	0.055251058191061
morn4	0.0552445165812969
sh3pxd2b	0.0552009455859661
rai2	0.0551633536815643
ocln	0.0551540367305279
ildr1	0.0550465136766434
vsig10l	0.0550237186253071
dll1	0.0548774898052216
snx4	0.054845005273819
zfp1	0.054843083024025
ighd	0.0547675266861916
tinagl1	0.0545208230614662
syt14	0.0543824248015881
cyp4b1	0.0543324388563633
zswim4	0.0541259683668613
gkn3	0.0541009269654751
gm24468	0.0540712140500546
adamtsl5	0.0540014579892159
srms	0.0539702475070953
gm3248	0.0538673438131809
il17rb	0.0538629479706287
ccl5	0.0537352152168751
mageh1	0.0536791272461414
xlr3b	0.0535845644772053
havcr2	0.0535636357963085
nxph1	0.0535385012626648
rsad2	0.0535154342651367
smarca1	0.0534488223493099
sntb1	0.0533212013542652
zfp429	0.0532739199697971
tfcp2l1	0.0532444678246975
eml5	0.0532442480325699
slc2a10	0.0531714521348476
pde9a	0.0531300902366638
larp6	0.0531197711825371
slc22a21	0.0530966222286224
gm28373	0.0530759282410145
ctps2	0.0529180802404881
bbs4	0.0528588593006134
ccdc64	0.0528564155101776
ighv1-53	0.0527578704059124
cysltr1	0.0525531321763992
5830418p13rik	0.0525000095367432
cd83	0.0524855516850948
ldb2	0.05229851603508
aif1l	0.0521470308303833
gm5532	0.0520609803497791
gstm4	0.0520121827721596
tmem125	0.0520094186067581
sh3tc1	0.0519865080714226
madd	0.0519592352211475
gulo	0.0519078299403191
f2rl2	0.0519009716808796
shroom2	0.0517822429537773
oas1b	0.0516801886260509
tcta	0.0516669377684593
igfbp7	0.0516654253005981
ifit3b	0.0515959747135639
ccr1	0.0515645556151867
pcdhb22	0.0514445416629314
mob3c	0.051368460059166
il20ra	0.0513450317084789
camp	0.0512405410408974
ccser2	0.0511671416461468
gfpt2	0.0511038936674595
slc35b4	0.0510823763906956
slc5a11	0.0510379150509834
ccdc136	0.0509932190179825
wdr19	0.0509193241596222
iglc1	0.0509174130856991
egr1	0.0508997477591038
nmur1	0.0508774407207966
klc3	0.0506654046475887
trmt2b	0.0504531711339951
malt1	0.0503748394548893
eva1a	0.0503590144217014
tenm3	0.0503426417708397
mlkl	0.0503410436213017
alpl	0.0503167733550072
pla2g4a	0.0502036474645138
card11	0.0501256436109543
4930539e08rik	0.0500560477375984
nedd9	0.050013791769743
nrbp2	0.0500130951404572
gm7967	0.0499565899372101
mapk10	0.0498416684567928
rab44	0.0496512800455093
edar	0.0495388098061085
zfp629	0.0495067127048969
tnfrsf9	0.0494975708425045
igsf6	0.049462117254734
trp53inp1	0.0494500957429409
stard8	0.0494122989475727
ulk3	0.0494092553853989
glb1	0.049405112862587
map2k5	0.0493044964969158
fzd4	0.0491956137120724
i830127l07rik	0.0491910353302956
pcdhga7	0.0491531938314438
myo7a	0.0491332300007343
mtmr7	0.0490113906562328
fez1	0.0489300154149532
pirb	0.0489114075899124
papss1	0.048870213329792
rnf103	0.0485251806676388
slpi	0.0484657250344753
ppap2b	0.048413373529911
zbtb24	0.0483925007283688
smad5	0.0483299866318703
usp35	0.048328872770071
rab11fip4	0.0482338704168797
lrif1	0.0482307262718678
scrn1	0.0482194907963276
wdr1	0.0482032932341099
gm15261	0.0481900684535503
pitx2	0.0480571538209915
dhx57	0.0479290150105953
efhc2	0.0478869490325451
cd22	0.0478769354522228
adgrg5	0.0478448420763016
tmem65	0.0478428117930889
ms4a3	0.0475718155503273
prickle3	0.0474560037255287
6330403k07rik	0.0474471338093281
rfx8	0.0474306717514992
a630033h20rik	0.0473645962774754
tubb6	0.0473136715590954
thrb	0.0472990907728672
gm37183	0.0472856648266315
nlrp1b	0.0472548604011536
ifnar1	0.0472527183592319
ceacam1	0.047148160636425
trbc2	0.0471186563372612
tppp	0.0470849275588989
fzd8	0.0470693334937096
ccdc91	0.0470154918730259
zkscan4	0.0466279461979866
ms4a4c	0.0465791411697865
nr1h3	0.0464785285294056
zfp248	0.046263437718153
clec12b	0.0462192744016647
paqr8	0.0461621470749378
ric8b	0.0461167879402637
zfp354a	0.0461017936468124
9030617o03rik	0.0460084453225136
gm14379	0.0458882227540016
gpr68	0.0458778329193592
relb	0.0458721481263638
klrd1	0.0458605922758579
pcdhb7	0.0458537824451923
ebf1	0.045752115547657
ephb6	0.0457318983972073
fam184b	0.0456922687590122
cav1	0.0456129647791386
igkv12-44	0.045460257679224
loxl1	0.0454283617436886
xdh	0.0453557707369328
rhpn1	0.0453214533627033
4930522l14rik	0.0452739335596561
cdh13	0.0451310016214848
vmac	0.0451060719788074
ighv9-3	0.0450781807303429
wdr13	0.0450334995985031
elmo2	0.0449953861534595
cdh16	0.0449652671813965
iglc3	0.0449616946280003
ezh1	0.0449159368872643
prodh	0.0449136607348919
sdc2	0.0449121296405792
them7	0.0448045842349529
cldn4	0.0447991415858269
ccr9	0.0447678752243519
zfp157	0.0447585768997669
p2rx6	0.0446827560663223
asphd2	0.044641375541687
gm37706	0.0445733666419983
1200007c13rik	0.0445686355233192
mgat5	0.0445413663983345
gsto2	0.0445093512535095
susd4	0.0443509444594383
snx32	0.0442990474402905
gm14446	0.0442985408008099
hp	0.0442870669066906
ccdc157	0.0442511737346649
tctn2	0.0441387370228767
gtpbp2	0.0441350601613522
ngp	0.0440973192453384
gm26660	0.0440119691193104
hdac6	0.0439144223928452
slco2b1	0.0438359305262566
abca1	0.0437032803893089
ddit4l	0.0436233542859554
orai3	0.0434380173683167
wipf3	0.0434147529304028
scara3	0.0433051213622093
pcdhb18	0.0432810932397842
kmo	0.0431678332388401
igkv4-50	0.0431490875780582
trim6	0.0431380979716778
1810010h24rik	0.0428809151053429
lipo1	0.0428356155753136
kank3	0.0427954085171223
zfp108	0.0427686758339405
rag1	0.042741883546114
gdf15	0.0427405275404453
plcb1	0.0427048914134502
upp2	0.0426528863608837
dock9	0.0426362529397011
cfap74	0.0425997264683247
gm13571	0.0425967127084732
npc1	0.0425823032855988
stox1	0.0425749570131302
aebp1	0.0425445586442947
abcd2	0.042387168854475
mef2a	0.0423659086227417
mzb1	0.0423143841326237
zfp933	0.042204923927784
tex15	0.0421341508626938
muc5b	0.0419607236981392
nlrx1	0.041920393705368
sult5a1	0.0418392159044743
b830012l14rik	0.0418358817696571
zfyve16	0.0418021231889725
ppfia4	0.0417971611022949
zc4h2	0.0417772717773914
zfp873	0.0417717918753624
gpr173	0.0417698696255684
ccdc166	0.0416863672435284
zfp53	0.0416755862534046
bhlhb9	0.0416626036167145
ocrl	0.0415851771831512
mturn	0.0415789671242237
ndrg2	0.0415512323379517
gpcpd1	0.0414897724986076
tef	0.0414883531630039
olfr1258	0.0414576642215252
trim35	0.0414499305188656
acox3	0.0414155311882496
trpm6	0.0413578785955906
plekhb2	0.0413544401526451
2900005j15rik	0.0413464605808258
ago4	0.0413274690508842
zxdb	0.0413153879344463
ccl6	0.0412222370505333
zfp119a	0.0411841832101345
rhcg	0.0411033183336258
grb7	0.0410798266530037
fam120b	0.0410454645752907
sgms1	0.04103659465909
ab124611	0.040973823517561
map3k19	0.0407249256968498
unc79	0.0407028719782829
d930048n14rik	0.0406540110707283
aig1	0.0406505614519119
scara5	0.0406163558363914
rab36	0.0405893847346306
ankrd6	0.0405226945877075
ciita	0.0405214801430702
h1f0	0.0404408276081085
fcrl1	0.0401986576616764
zfp354b	0.0401896573603153
zfp799	0.040130864828825
cplx2	0.0400921367108822
rps6ka5	0.0398652404546738
areg	0.0398368053138256
5430420f09rik	0.0397024862468243
samsn1	0.0396769493818283
gca	0.0396711193025112
slamf7	0.0396232455968857
stoml1	0.0395422056317329
olfr558	0.0395213738083839
4930525g20rik	0.0393986627459526
b430306n03rik	0.0393347442150116
ptgs2os	0.0392518192529678
trim16	0.0390566326677799
phf11a	0.0390536077320576
chst14	0.0389920510351658
zfp947	0.0389908589422703
tnfsf4	0.0389903634786606
serpine2	0.0389777235686779
gdap1l1	0.0389080606400967
kit	0.0388787724077702
p2rx2	0.0387219898402691
erap1	0.0387016870081425
pnpla8	0.0386680737137794
lats2	0.0386436656117439
dennd5a	0.0386294163763523
stab2	0.0386072732508183
tnfrsf25	0.038583979010582
zfp60	0.0385225899517536
bc043934	0.0385188721120358
hsf2bp	0.0384783744812012
mnda	0.0384733788669109
cyp2r1	0.0382374338805676
ttl	0.0381050892174244
impact	0.0381006896495819
gm37718	0.0380716547369957
btbd9	0.0379306077957153
ankrd46	0.0379236601293087
gm37106	0.0379036739468575
acsbg1	0.0377970822155476
slc19a3	0.0377812311053276
tgm5	0.0376149639487267
4930550c14rik	0.0375166311860085
zfp879	0.0374556593596935
rps6ka6	0.0374271087348461
kctd12b	0.0373559594154358
tekt1	0.037239070981741
adamtsl2	0.0371761135756969
rsbn1l	0.0371419452130795
gm20682	0.0371014066040516
gm10605	0.0370876789093018
tcte2	0.0370373800396919
anks3	0.0370098613202572
ttc30b	0.0369710810482502
ighv9-1	0.036900382488966
peg3	0.036859292536974
lin28b	0.0367740988731384
trdv4	0.0367335714399815
smpdl3a	0.0367202498018742
arhgef28	0.0367123261094093
dfna5	0.0365290530025959
zfp867	0.0364765040576458
gm37447	0.0363520383834839
3632451o06rik	0.0362866334617138
tcrg-c1	0.0362205319106579
trim3	0.0361692160367966
a330050f15rik	0.0361009836196899
elane	0.0360411442816257
olfr178	0.0359599441289902
zfp760	0.0358713790774345
fam214b	0.0358399525284767
ttc12	0.0358229838311672
fam174b	0.0357736088335514
hmg20a	0.0357680469751358
bmf	0.0357647500932217
kcnd1	0.0357229113578796
klc4	0.0356957949697971
prkab2	0.0354969576001167
ubash3b	0.0354680642485619
ighv8-8	0.0354468263685703
rasgrp4	0.0354325398802757
abcc3	0.0353314056992531
4930563e22rik	0.0352613143622875
igkv12-89	0.035220205783844
dok7	0.0351595804095268
hey2	0.0350892171263695
ift88	0.0350739918649197
kif16b	0.0350479334592819
9130011e15rik	0.0350416414439678
shmt1	0.0349705703556538
arhgef16	0.0349319763481617
gm15638	0.0349020659923553
mblac2	0.0348666310310364
pcdhb5	0.0348605327308178
ifitm6	0.0348100140690804
fcho2	0.0347861088812351
fzd1	0.0347637794911861
irf7	0.0346764363348484
siglech	0.0344723574817181
ttc38	0.0343630425632
ly6d	0.0343551300466061
fbxl21	0.0341626107692719
id1	0.0341392457485199
dync1i1	0.0339310094714165
msn	0.0339086465537548
gm4790	0.0339064411818981
prkd3	0.0338924378156662
atp6v0e2	0.0338494144380093
mmp17	0.0336713902652264
aif1	0.0336552523076534
klf8	0.0336509235203266
hps6	0.0336138531565666
cxcr6	0.0335090644657612
gm11992	0.033463791012764
chl1	0.0334586091339588
klhl30	0.0334576405584812
stbd1	0.0332682840526104
mamld1	0.033190906047821
apol9b	0.0331710763275623
gm9968	0.0331398919224739
bmp8a	0.0331336967647076
rpl39l	0.0331033915281296
gm37176	0.0330891497433186
rap1gap2	0.0330772660672665
paip2b	0.033068735152483
map3k2	0.0330308303236961
napb	0.0329073555767536
rnase12	0.0328982882201672
ccr8	0.0328759513795376
dmrtc1a	0.0328239910304546
tlr1	0.0328035280108452
fam199x	0.0326964519917965
ier5	0.032608300447464
hnf1b	0.0325580053031445
ptpru	0.0325033143162727
snap47	0.0324453823268414
car8	0.0324304513633251
kctd21	0.032279945909977
e130307a14rik	0.0322667211294174
itpr1	0.0321430861949921
ahrr	0.032067809253931
gm37499	0.0320125110447407
lrrn3	0.0319671742618084
wbp1l	0.0318845808506012
zfp93	0.0317850634455681
tmem43	0.0317152552306652
treml1	0.031670019030571
gm37124	0.0316543057560921
mb21d2	0.0315083414316177
gm14420	0.0314894504845142
inpp4b	0.0313963405787945
fhl4	0.0313131362199783
mast3	0.0312688164412975
pctp	0.0312675125896931
syt3	0.0312263667583466
atg14	0.0311128329485655
ramp3	0.0311025716364384
sec22a	0.0310679022222757
arf3	0.0310271941125393
errfi1	0.031017079949379
syce1	0.030993802472949
dnase1l3	0.0309652294963598
ttc17	0.030925115570426
papss2	0.0309225432574749
2210017g18rik	0.0308517776429653
arxes1	0.0307921413332224
gm37675	0.0307158119976521
4922502d21rik	0.0307134184986353
gm18407	0.0306775439530611
bc055308	0.0305926837027073
ralgps2	0.0305550470948219
2610008e11rik	0.0305317211896181
slc2a6	0.0305082481354475
baiap3	0.0304914433509111
zkscan14	0.0304796546697617
tcf7	0.0304271895438433
gm37569	0.0304257292300463
rprm	0.0303559955209494
gpx3	0.0303322095423937
il1rap	0.0302234478294849
pdzd3	0.0301356259733438
slc25a29	0.0300634540617466
aipl1	0.0300437808036804
fbxo11	0.0299466550350189
kcnk5	0.0299200732260942
rtn4rl1	0.0299111939966679
junb	0.029885983094573
tmem150a	0.0298684481531382
zfp619	0.0298095755279064
tmem204	0.0297578666359186
sptlc2	0.0297424532473087
itga2b	0.0297375358641148
spic	0.0297343097627163
gm4673	0.0297101382166147
rit1	0.0297028589993715
igfbp5	0.0295587871223688
chka	0.0294525679200888
4921507p07rik	0.0289972666651011
sardh	0.0289476700127125
zfp128	0.0289278235286474
zfp11	0.0289192534983158
rnf6	0.0288973953574896
1700096k18rik	0.0288762301206589
tcaf2	0.028849121183157
zfp141	0.0288383476436138
gm28154	0.0288097094744444
4632427e13rik	0.0287419408559799
fcer2a	0.0286109894514084
zfp263	0.0285010747611523
fam198a	0.0284204054623842
stx7	0.0282902326434851
aw549877	0.0280962884426117
gpr21	0.0280641932040453
tnfsf8	0.028009470552206
tlr3	0.0279001779854298
